radius_mean,texture_mean,perimeter_mean,concavity_mean,concave points_mean,radius_se,smoothness_se,concave points_se,radius_worst,texture_worst,perimeter_worst,smoothness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,Target
0.432060202,0.282042611,0.423674936,0.221344892,0.295377734,0.214883216,0.1719074,0.221064596,0.426538598,0.353144989,0.391403954,0.397741531,0.223801917,0.417869416,0.241868717,0.174078447,1
0.21056368,0.257017247,0.206412826,0.047586692,0.09249503,0.062574688,0.168304042,0.180337185,0.172536464,0.392857143,0.160615569,0.463118272,0.061565495,0.22,0.200867337,0.170011806,0
0.280136306,0.210010145,0.27606938,0.114667291,0.153479125,0.037226145,0.12275215,0.143663573,0.233013163,0.26119403,0.232880124,0.396420788,0.166932907,0.347766323,0.391090085,0.171454808,0
0.178380425,0.17788299,0.169096814,0.052741331,0.039140159,0.051059207,0.16432675,0.106308013,0.143009605,0.231876333,0.136361373,0.240573202,0.077915335,0.117285223,0.144884684,0.082972583,0
0.232807989,0.167061211,0.237163983,0.086925961,0.149254473,0.103096143,0.287486827,0.210267096,0.185699039,0.11966951,0.178544748,0.470382355,0.075239617,0.207628866,0.229055786,0.318509773,0
0.228075157,0.232330064,0.243245111,0.388706654,0.368538767,0.075393808,0.126253527,0.349119151,0.206688011,0.382729211,0.206783206,0.444627881,0.359744409,0.640893471,0.829686576,0.314574315,1
0.377159354,0.306391613,0.373505632,0.212043112,0.177037773,0.112438892,0.13859333,0.289259329,0.295980078,0.35847548,0.282334778,0.188403883,0.199680511,0.288831615,0.253696038,0.24360488,0
0.353021913,0.184984782,0.34676249,0.198851921,0.274950298,0.046749955,0.135737839,0.282818716,0.281750267,0.208688699,0.289805269,0.399062273,0.24784345,0.549484536,0.221959393,0.142922734,0
0.319892091,0.277308083,0.306336812,0.067502343,0.066053678,0.050153902,0.038243193,0.110399697,0.263607257,0.278251599,0.23297973,0.171300271,0.124920128,0.206838488,0.154740785,0.099042372,0
0.284869137,0.374365911,0.274479994,0.073477038,0.131461233,0.111787072,0.180303906,0.218412578,0.221629313,0.322228145,0.201255043,0.386515222,0.064792332,0.216357388,0.321506012,0.061065197,0
0.058592456,0.371660467,0.065510331,0.309512652,0.107753479,0.029694007,0.364313152,0.193597272,0.041337602,0.471748401,0.038199114,0.606418807,0.429792332,0.270756014,0.346343387,0.613669159,0
0.13015287,0.190395671,0.138138346,0.962511715,0.390506958,0.258193011,0.314681987,1,0.109925293,0.199093817,0.102744161,0.383213366,0.656230032,0.539862543,0.304159275,0.464777647,0
0.197311752,0.113966858,0.187132886,0.046438613,0.088767396,0.041137063,0.248359792,0.155938625,0.144432586,0.114072495,0.128691668,0.415571551,0.056837061,0.189209622,0.255075892,0.083169356,0
0.291968385,0.190395671,0.286918665,0.217736645,0.173111332,0.057758465,0.233572424,0.180640273,0.243329776,0.226012793,0.235370287,0.506042396,0.240335463,0.334089347,0.45022669,0.20523416,0
0.2493729,0.278322624,0.238269643,0.091026242,0.115854871,0.039290241,0.129346976,0.150104186,0.201351832,0.351812367,0.18023806,0.333685531,0.155191693,0.282164948,0.305144885,0.172373081,0
0.506365659,0.373013189,0.508672517,0.434629803,0.523856859,0.253413,0.248971683,0.348740292,0.446104589,0.348880597,0.410827232,0.466420128,0.286182109,0.520618557,0.177015573,0.146530237,1
0.466609873,0.329726074,0.446479165,0.120665417,0.137723658,0.133043636,0.058809532,0.210267096,0.3660619,0.427771855,0.348075103,0.109423496,0.150319489,0.289896907,0.189631382,0.030696576,0
0.24038052,0.102468718,0.22838781,0.046204311,0.097564612,0.025602028,0.129686916,0.118829324,0.185343294,0.170309168,0.167687634,0.371987057,0.068977636,0.241408935,0.187068796,0.157024793,0
0.185479672,0.109908691,0.172068274,0.007239925,0.032743539,0.061669383,0.1505592,0.067740102,0.157595162,0.164712154,0.137755864,0.303308459,0.014808307,0.135841924,0.231224128,0.143053916,0
0.225708742,0.354075076,0.223274134,0.160332709,0.185785288,0.14133623,0.262433287,0.218223148,0.191746709,0.378198294,0.191742617,0.42679786,0.156230032,0.271786942,0.315986596,0.16286239,0
0.577831417,0.210686507,0.570174832,0.279522024,0.480467197,0.321745428,0.26151545,0.529266907,0.501600854,0.154317697,0.479057722,0.272271016,0.180830671,0.610652921,0.173073132,0.048996458,1
0.596762743,0.285424417,0.600580471,0.587628866,0.63916501,0.22629006,0.079681817,0.246827051,0.668801138,0.382995736,0.620000996,0.479627551,0.543929712,0.772164948,0.409619555,0.243932835,1
0.253632448,0.423063916,0.249188031,0.125820056,0.140258449,0.066413181,0.327259748,0.215002841,0.200996087,0.444029851,0.184023109,0.488872746,0.134824281,0.281580756,0.138576779,0.234684507,0
0.770930948,0.416976666,0.748462442,0.310215558,0.482206759,0.200144849,0.108678655,0.307444592,0.714336535,0.431769723,0.666318044,0.340949614,0.315335463,0.806185567,0.398974966,0.24157156,1
0.378105921,0.339871491,0.35733536,0.045618557,0.096371769,0.026253848,0.065302376,0.121841258,0.286374956,0.367803838,0.258429205,0.220101697,0.061900958,0.197731959,0.213088902,0.038108356,0
0.180746841,0,0.172621104,0.059301781,0.084393638,0.022198081,0.207227114,0.101231294,0.13055852,0,0.115792619,0.478306808,0.083626198,0.158178694,0.10348906,0.143972189,0
0.463770174,0.307406155,0.4526985,0.19732896,0.326838966,0.176534492,0.149913315,0.303845425,0.431163287,0.380597015,0.399870511,0.301327346,0.18514377,0.50652921,0.245416913,0.11307884,1
0.496426712,0.506256341,0.499689033,0.505857545,0.518389662,0.353612167,0.151647007,0.297215382,0.541088581,0.541311301,0.522386573,0.438684541,0.39057508,0.591408935,0.117287601,0.24898334,1
0.378105921,0.244842746,0.362310829,0.060965323,0.187922465,0.057867101,0.114457627,0.171869672,0.290999644,0.292643923,0.269883958,0.33302516,0.053099042,0.291580756,0.165385374,0.060606061,0
0.252685882,0.090632398,0.242277659,0.09341612,0.18389662,0.045084193,0.215249686,0.235082402,0.198150125,0.096481876,0.182080781,0.444627881,0.099201278,0.322714777,0.248767987,0.083103765,0
0.305220313,0.335475144,0.290581162,0.137253983,0.170874751,0.129712113,0.145834042,0.178878575,0.357524013,0.475746269,0.329647891,0.455193819,0.211182109,0.39862543,0.260003942,0.12245835,1
0.401296796,0.073723368,0.405707968,0.476101218,0.545228628,0.112040558,0.125097733,0.250047357,0.386339381,0.133795309,0.371482644,0.541042066,0.465654952,0.627835052,0.325448453,0.30145612,1
0.193998769,0.169090294,0.182572041,0.055365511,0.128379722,0.034691291,0.450317843,0.299867399,0.121664888,0.12793177,0.107575078,0.33302516,0.031453674,0.147972509,0.06643012,0.118654073,0
0.174120877,0.18397024,0.163775828,0,0,0.079449575,0.237957644,0,0.128424048,0.191364606,0.113501668,0.240573202,0,0,0.225704711,0.043290043,0
0.079984855,0.160297599,0.073457259,0,0,0.03943509,0.253560866,0,0.047385272,0.133795309,0.039593605,0.297365119,0,0,0.202444313,0.153745245,0
0.138340669,0.282380791,0.143804851,0.306232427,0.184691849,0.115734202,0.37893055,0.465997348,0.11846318,0.329690832,0.112854226,0.389156706,0.278434505,0.340549828,0.206780997,0.401154401,0
0.448625112,0.351707812,0.4526985,0.420103093,0.440656064,0.069599855,0.167046266,0.343436257,0.350764852,0.437899787,0.364012152,0.464439015,0.468210863,0.699312715,0.293514686,0.263347763,1
0.28534242,0.423063916,0.264114436,0.003737113,0.009204771,0.022306717,0.057959683,0.035082402,0.215937389,0.453091684,0.188106977,0.06656541,0.006371406,0.031817869,0.143899074,0.02223534,0
0.275876757,0.113290497,0.259138968,0.021539363,0.06610338,0.064240449,0.231872727,0.140329608,0.202774813,0.110074627,0.180736092,0.297365119,0.022028754,0.137113402,0.0429726,0.119047619,0
0.957877798,0.411227596,0.955773616,0.672680412,0.933399602,0.262393627,0.099194343,0.235082402,0.896122376,0.555170576,0.848598038,0.502080169,0.426517572,0.92371134,0.254484526,0.169093533,1
0.667755218,0.570172472,0.683504941,0.582708529,0.743538767,0.187687851,0.086344631,0.296836522,0.667022412,0.57196162,0.62796952,0.51462722,0.541533546,0.997594502,0.499310073,0.48117539,1
0.412655592,0.358471424,0.396724483,0.154475164,0.257902584,0.093572334,0.099024374,0.185016102,0.433297759,0.554371002,0.392898053,0.463778644,0.231789137,0.529553265,0.369012419,0.205102978,1
0.209617114,0.176192087,0.205514477,0.144821931,0.117345924,0.080717002,0.191827855,0.324303845,0.157950907,0.151385928,0.142985208,0.270289903,0.131629393,0.216357388,0.048492017,0.126131444,0
0.392777699,0.429489347,0.380968834,0.125937207,0.162176938,0.034003259,0.053608458,0.113828377,0.351120598,0.426705757,0.315702973,0.389156706,0.289936102,0.421305842,0.31736645,0.27994228,1
0.146670453,0.182617518,0.138000138,0.003741799,0.01194831,0.113344197,0.430941292,0.045538928,0.140163643,0.244136461,0.124408586,0.534438354,0.005527157,0.03580756,0.269662921,0.143841007,0
0.536182498,0.299966182,0.516964964,0.191401125,0.288966203,0.052942242,0.039195023,0.127277894,0.475987193,0.382196162,0.442203297,0.34491184,0.282587859,0.539862543,0.323477232,0.094057458,1
0.223815609,0.25295908,0.213461406,0.089245548,0.160984095,0.048379504,0.176496584,0.224474332,0.180718605,0.249733475,0.169380945,0.403684871,0.121485623,0.37766323,0.198501873,0.104486423,0
0.228548441,0.259722692,0.217538525,0.055131209,0.077186879,0.026941879,0.20797498,0.118204205,0.165065813,0.385394456,0.145226356,0.425477118,0.070311502,0.147972509,0.3222945,0.070313525,0
0.251739316,0.209333784,0.242139451,0.090065604,0.082206759,0.045880862,0.145596084,0.121860201,0.192813945,0.201759062,0.180487076,0.253780625,0.113658147,0.165463918,0.180760891,0.052603962,0
0.342609683,0.453500169,0.349526639,0.464151828,0.328926441,0.063190295,0.212700139,0.315590074,0.277837069,0.670575693,0.278848548,0.542362808,0.677955272,0.608934708,0.709836389,0.587432769,1
0.273983624,0.395671288,0.264183539,0.072914714,0.142345924,0.224370813,0.097154706,0.332828187,0.207043757,0.305970149,0.192390059,0.149970283,0.041421725,0.164020619,0.121032919,0.089662862,0
0.129632259,0.287791681,0.11706171,0,0,0.087778381,0,0,0.072500889,0.234808102,0.05896708,0,0,0,0.067809974,0.069198478,0
0.253632448,0.579979709,0.258171515,0.254217432,0.226739563,0.106391454,0.251045314,0.250236787,0.274635361,0.728144989,0.255441008,0.708776332,0.353434505,0.50137457,0.325251331,0.42935852,1
0.372899806,0.456543794,0.391196185,0.397610122,0.441252485,0.060872714,0.216473468,0.356696344,0.289932408,0.420042644,0.339608546,0.399062273,0.366533546,0.59347079,0.282870097,0.209694346,1
0.280609589,0.22387555,0.267707829,0.09074508,0.118141153,0.029947492,0.121868307,0.159499905,0.211668445,0.265991471,0.201205239,0.254440996,0.140894569,0.282989691,0.287601025,0.094778958,0
0.321311941,0.42543118,0.323681846,0.324507966,0.324353877,0.183813145,0.410884862,0.390225421,0.300960512,0.58608742,0.304746252,0.677078518,0.304233227,0.574914089,0.298639858,0.251147842,1
0.525296985,0.410213054,0.508672517,0.258434864,0.287176938,0.190005432,0.129754904,0.273536655,0.420846674,0.337953092,0.391901987,0.112593277,0.202476038,0.315498282,0.158486103,0.069132887,1
0.577358133,0.432194792,0.578467279,0.261012184,0.336580517,0.117399964,0.12955094,0.231293806,0.548914977,0.534115139,0.577668211,0.4030245,0.30870607,0.586941581,0.320914646,0.243801653,1
0.353495196,0.355427798,0.350355884,0.276476101,0.2972167,0.035379323,0.079239895,0.138340595,0.369975098,0.482409382,0.336122317,0.554909859,0.39672524,0.63161512,0.628424995,0.303423849,1
0.248426333,0.33310788,0.240135443,0.098102156,0.204125249,0.08759732,0.197198899,0.215949991,0.231590181,0.435501066,0.207878878,0.473684211,0.109984026,0.371134021,0.217425586,0.175127902,0
0.499739694,0.324991545,0.492778661,0.242736645,0.372166998,0.103422053,0.148791515,0.254783103,0.444325863,0.368336887,0.443697395,0.441986396,0.280191693,0.666323024,0.268677311,0.154991473,1
0.771877514,0.573554278,0.795452975,0.825445173,0.805168986,0.160202788,0.258829928,0.466944497,0.611526147,0.550639659,0.630459684,0.544343921,0.630351438,0.939175258,0.321900256,0.213695396,1
0.323205074,0.474805546,0.330108493,0.365042174,0.456063618,0.164149919,0.241730972,0.244553893,0.400924938,0.795042644,0.388913791,1,0.371086262,0.691752577,0.565148827,0.35130526,1
0.259785129,0.300642543,0.257756893,0.187558575,0.189910537,0.103059931,0.178128293,0.196438719,0.250444682,0.336353945,0.227302156,0.471703097,0.213338658,0.348797251,0.285629805,0.212908304,0
0.385205168,0.23571187,0.380001382,0.176897844,0.202733598,0.057794677,0.127783255,0.156469028,0.350053362,0.219083156,0.335126251,0.51462722,0.265734824,0.43024055,0.364675734,0.277843369,1
0.137015476,0.255664525,0.132195425,0.041143393,0.097017893,0.037008872,0.272155556,0.142583823,0.088580576,0.298507463,0.083022063,0.464439015,0.049624601,0.192027491,0.280701754,0.123048669,0
0.474655686,0.356780521,0.455462649,0.162839738,0.267892644,0.171754481,0.113029881,0.212729684,0.422269655,0.34728145,0.396384282,0.263686192,0.154313099,0.376632302,0.337078652,0.063295291,1
0.290075252,0.433885695,0.298735402,0.2039597,0.253578529,0.029549158,0.120270592,0.157302519,0.23550338,0.456823028,0.244384681,0.42085452,0.252555911,0.386941581,0.505223733,0.344746163,0
0.392304416,0.108217788,0.375786055,0.138050609,0.156908549,0.036900235,0.087636401,0.139666604,0.336179296,0.103944563,0.31520494,0.336987387,0.23658147,0.355670103,0.148827124,0.12921422,0
0.643617777,0.420358471,0.628221961,0.38425492,0.475198807,0.271084555,0.217935208,0.523773442,0.544646033,0.421641791,0.537327556,0.307931057,0.308386581,0.659793814,0.264931993,0.023678342,1
0.22996829,0.312140683,0.219197015,0.062535145,0.069234592,0.040086909,0.129312982,0.127808297,0.191035219,0.345682303,0.173365207,0.375288912,0.117492013,0.237560137,0.191208358,0.163255936,0
1,0.296246195,1,0.75,0.792743539,1,0.39898698,0.266527751,0.717893988,0.171908316,0.687733453,0.284157697,0.255670927,0.548109966,0.016361128,0.00137741,1
0.494060296,0.536016233,0.488632437,0.394095595,0.327882704,0.151403223,1,0.743890888,0.36072572,0.427771855,0.348573136,0.350855181,0.223881789,0.37766323,0.007490637,0.086186541,1
0.341189834,0.47683463,0.339161081,0.261246485,0.321172962,0.111968133,0.311622531,0.308202311,0.317680541,0.60847548,0.321679367,0.559532457,0.299041534,0.608934708,0.622708457,0.311950676,1
0.325571489,0.244166385,0.325962269,0.231982193,0.278429423,0.052435271,0.144372302,0.271831786,0.278192814,0.39738806,0.268887893,0.494155716,0.37028754,0.56838488,0.407056968,0.333595697,1
0.232334706,0.292188028,0.231704789,0.155482662,0.156163022,0.066920152,0.243362681,0.338132222,0.189256492,0.401918977,0.178245929,0.457835303,0.224121406,0.391065292,0.361127538,0.187655779,0
0.152349851,0.262766317,0.146914519,0.135285848,0.053230616,0.088792323,0.100860047,0.202879333,0.126289577,0.331823028,0.124458389,0.159149442,0.153753994,0.122714777,0.25684999,0.151187197,0
0.60670169,0.400743997,0.593670099,0.298031865,0.43195825,0.305558573,0.173063195,0.324303845,0.63322661,0.442963753,0.597091489,0.423496005,0.288897764,0.625429553,0.296668638,0.180440771,1
0.593923044,0.769699019,0.581922466,0.268275539,0.329870775,0.227304001,0.130060849,0.204205342,0.710423337,0.889925373,0.646396733,0.459816417,0.319089457,0.558419244,0.226296077,0.135379772,1
0.315632543,0.116672303,0.304678322,0.091096532,0.127385686,0.035741445,0.082265357,0.126141315,0.263607257,0.115405117,0.245530156,0.395760417,0.140495208,0.276838488,0.160654445,0.210809393,0
0.311372994,0.141697667,0.309584687,0.1841612,0.221222664,0.052652544,0.140666961,0.158363326,0.250800427,0.13619403,0.252452811,0.438684541,0.205830671,0.312371134,0.295683028,0.175324675,0
0.151403285,0.26445722,0.147398245,0.041424555,0.095178926,0.048958899,0.210286569,0.144421292,0.115261473,0.288379531,0.107226456,0.458495675,0.052492013,0.191580756,0.293711808,0.21599108,0
0.415022008,0.35644234,0.406399005,0.268744142,0.321172962,0.085388376,0.103783527,0.163610532,0.413731768,0.486940299,0.375964938,0.554909859,0.317571885,0.508247423,0.478612261,0.336875246,1
0.297647783,0.24721001,0.281666782,0.083270853,0.122067594,0.065616513,0.146819866,0.171566585,0.256492351,0.308635394,0.241197271,0.372647428,0.142651757,0.33257732,0.185491819,0.138987275,0
0.348289081,0.127155901,0.336673347,0.134114339,0.228777336,0.148651095,0.18275147,0.243606744,0.314478833,0.130063966,0.298769859,0.386515222,0.130351438,0.373539519,0.295091662,0.037255674,0
0.163708647,0.194453838,0.157763803,0.015564667,0.060437376,0.028897338,0.163170956,0.094184505,0.127712558,0.207356077,0.114846357,0.415571551,0.021078275,0.153402062,0.206978119,0.181359045,0
0.37952577,0.196144741,0.370810587,0.152413308,0.187872763,0.043563281,0.081789441,0.218791438,0.301672003,0.194296375,0.317695104,0.28019547,0.27172524,0.473883162,0.273802484,0.187459006,0
0.266884377,0.482245519,0.25955359,0.127413308,0.101192843,0.048307079,0.117483088,0.164633453,0.223052295,0.5141258,0.200507993,0.340289243,0.312380192,0.405498282,0.248570865,0.267676768,0
0.276823323,0.426783903,0.286573146,0.397141518,0.341003976,0.070468948,0.179148112,0.283955295,0.258626823,0.483208955,0.273370188,0.703493363,0.501757188,0.679381443,0.363098758,0.454283091,1
0.476548819,0.316875211,0.481031028,0.447516401,0.541749503,0.066775303,0.129822892,0.262170866,0.414799004,0.343017058,0.413815429,0.6546259,0.400798722,0.873883162,0.304356397,0.233307097,1
0.205357565,0.587419682,0.193283118,0.038261481,0.015531809,0.003440159,0.065948261,0.059196818,0.147634294,0.579157783,0.146471438,0.137753417,0.086980831,0.071580756,0.253104672,0.103830513,0
0.200624734,0.815015218,0.186580057,0.011637769,0.031978131,0.040702517,0.089947989,0.064766054,0.157595162,0.793176972,0.139598586,0.189988774,0.018514377,0.103161512,0.265326237,0.118260527,0
0.640304794,0.612106865,0.626148849,0.364104967,0.414512922,0.149375339,0.11241799,0.20666793,0.588402704,0.675906183,0.559240998,0.337647758,0.33115016,0.537113402,0.1718904,0.185228913,1
0.122391027,0.209671965,0.113468316,0.038706654,0.082852883,0.037552055,0.337457932,0.182288312,0.091782284,0.190298507,0.076348424,0.523212045,0.057196486,0.248178694,0.234969446,0.175390266,0
0.333617303,0.390260399,0.317877134,0.03425492,0.094234592,0.053376788,0.192949655,0.190187536,0.263251512,0.486673774,0.238358484,0.37991151,0.049768371,0.273642612,0.130297654,0.13859373,0
0.768091249,0.583699696,0.758136964,0.456888472,0.614811133,0.342748506,0.16028147,0.325061565,0.821060121,0.599413646,0.774889188,0.508023509,0.46485623,0.891065292,0.303173664,0.208120163,1
0.638884945,0.397362191,0.613019142,0.21185567,0.299304175,0.20854608,0.212326206,0.316537223,0.579509072,0.377132196,0.55426067,0.340949614,0.252236422,0.496563574,0.132663118,0.106454152,1
0.342609683,0.613459587,0.336949762,0.258434864,0.219085487,0.081079124,0.156168202,0.191513544,0.278192814,0.760127932,0.25942527,0.243875058,0.244728435,0.282439863,0.064064656,0.150334514,0
0.495953429,1,0.481031028,0.332005623,0.437922465,0.153938077,0.106978958,0.260276568,0.518676628,0.875533049,0.452163952,0.431420458,0.258865815,0.709965636,0.25389316,0.196248196,1
0.31515926,0.199188367,0.301223136,0.110238988,0.185437376,0.077023357,0.161709216,0.208941087,0.246175738,0.187366738,0.217640321,0.37396817,0.122444089,0.316907216,0.190222748,0.065984521,0
0.257418714,0.180250254,0.240619169,0.024671978,0.055069583,0.001376064,0.052758609,0.071263497,0.187477766,0.222547974,0.166542158,0.214818728,0.049864217,0.139243986,0.263355017,0.083890857,0
0.204410999,0.286777139,0.208278626,0.362699157,0.141848907,0.047546623,0.168270048,0.248910779,0.165421558,0.424840085,0.183027043,0.419533778,0.593929712,0.418556701,0.343583678,0.489702217,0
0.320365375,0.475481907,0.309239168,0.110051546,0.116500994,0.117037842,0.089676038,0.190755825,0.251867663,0.381663113,0.237013796,0.148649541,0.108546326,0.209828179,0.216439976,0.053587826,0
0.587770363,0.466351031,0.589523875,0.480084349,0.441650099,0.149483976,0.302444165,0.295321084,0.488082533,0.493336887,0.470591165,0.496136829,0.276198083,0.537457045,0.267100335,0.138396957,1
0.16560178,0.343253297,0.158454841,0.11319119,0.152584493,0.094296578,0.487031308,0.214623982,0.126289577,0.464818763,0.115892226,0.530476128,0.094329073,0.231477663,0.25980682,0.147186147,0
0.294334801,0.261075414,0.278764425,0.101593252,0.054920477,0.018649285,0.15460448,0.10197007,0.213802917,0.421108742,0.18860501,0.25708248,0.183546326,0.170790378,0.236940666,0.111111111,0
0.279663022,0.148799459,0.284430931,0.321930647,0.197813121,0.032953105,0.128769079,0.259518848,0.229811455,0.151385928,0.271876089,0.358119263,0.617172524,0.536426117,0.211709048,0.411648957,0
0.173647593,0.524518093,0.167369221,0.055740394,0.08026839,0.050045265,0.186150865,0.11829892,0.153681964,0.617537313,0.137307635,0.51991019,0.08985623,0.210859107,0.363493002,0.173356946,0
0.214823229,0.176530267,0.207864004,0.101405811,0.145576541,0.052399058,0.168236054,0.190566395,0.167911775,0.244402985,0.151750585,0.447269365,0.144089457,0.330171821,0.216637098,0.151187197,0
0.66065597,0.468380115,0.657245526,0.635426429,0.651093439,0.323193916,0.121358398,0.353097177,0.62789043,0.399253731,0.57218985,0.329723304,0.558386581,0.723367698,0.307707471,0.153810836,1
0.213876662,0.295569834,0.203786884,0.06180881,0.102833002,0.101828716,0.15864976,0.173801856,0.179295624,0.278251599,0.162906519,0.311232913,0.064736422,0.224879725,0.231618372,0.064475928,0
0.603388707,0.341900575,0.600580471,0.566307404,0.484095427,0.237045084,0.230105041,0.373366168,0.617218072,0.361673774,0.544798048,0.659248498,0.678035144,0.861512027,0.23339247,0.489702217,1
0.488380898,0.249239094,0.478266879,0.296626054,0.415159046,0.071627739,0.103477581,0.239060428,0.424048381,0.348347548,0.400866577,0.465099386,0.269808307,0.63814433,0.310072935,0.171126853,1
0.590136779,0.325329726,0.571556907,0.323102156,0.426988072,0.175411914,0.099806234,0.240007577,0.632159374,0.334488273,0.561233129,0.518589447,0.344808307,0.686941581,0.357579342,0.226026499,1
0.330304321,0.248224552,0.329210144,0.229358013,0.260735586,0.113525258,0.157663936,0.254214813,0.300960512,0.267857143,0.287315105,0.528495014,0.256309904,0.472164948,0.296274394,0.160894661,1
0.59486961,0.644572202,0.620620551,0.417994377,0.568588469,0.26474742,0.157833906,0.287743891,0.60903593,0.646321962,0.638428209,0.375949283,0.339536741,0.667010309,0.246993889,0.298176571,1
0.394670832,0.255664525,0.410545228,0.573570759,0.617296223,0.198334239,0.286806948,0.402917219,0.348630381,0.28358209,0.345584939,0.69556891,0.353753994,0.765979381,0.333727577,0.420175784,1
0.410762459,0.456205614,0.458917836,0.744142455,0.684393638,0.427485062,0.361933576,0.572835764,0.424048381,0.522921109,0.464614772,0.523212045,0.493690096,0.84604811,0.337472896,0.307359307,1
0.404609778,0.806560703,0.414000415,0.410262418,0.417445328,0.047220713,0.123466023,0.193597272,0.375667022,1,0.37795707,0.773492703,0.455511182,0.69209622,0.38379657,0.428702611,1
0.630839131,0.586743321,0.615783291,0.355904405,0.463866799,0.103639326,0.11319985,0.155048305,0.58342227,0.723347548,0.557248867,0.535098725,0.302555911,0.583161512,0.312635521,0.163649482,1
0.490747314,0.451471086,0.464446134,0.067736645,0.141003976,0.104725693,0.136417718,0.145311612,0.424048381,0.518390192,0.387419692,0.348874067,0.09672524,0.282989691,0.17484723,0.066312475,1
0.487907615,0.420020291,0.4879414,0.227202437,0.373111332,0.261922868,0.170105721,0.407084675,0.443258627,0.40565032,0.435728871,0.278874728,0.183546326,0.525085911,0.296077272,0.12987013,1
0.408396043,0.327020629,0.388432036,0.098617619,0.141500994,0.042839037,0.037835265,0.098010987,0.355033796,0.523720682,0.326161661,0.245856171,0.180511182,0.29443299,0.220382417,0.086908041,1
0.483174783,0.417991207,0.468592357,0.212300843,0.324403579,0.111823284,0.094503178,0.187061944,0.485592316,0.461353945,0.448677723,0.558872086,0.310623003,0.681786942,0.325448453,0.135510954,1
0.650717024,0.72404464,0.635132334,0.320290534,0.42972167,0.384030418,0.096474827,0.175790869,0.873710423,0.936567164,0.814731809,0.455193819,0.274920128,0.570103093,0.25684999,0.178013905,1
0.171281178,0.312478864,0.176145394,0.149648547,0.131312127,0.12275937,0.195703165,0.258571699,0.140519388,0.291044776,0.138801733,0.331044047,0.153035144,0.272371134,0.271042775,0.136626,0
0.312792844,0.410213054,0.299702854,0.095407685,0.106461233,0.082020641,0.126559472,0.187895435,0.244397012,0.480277186,0.235320484,0.193686852,0.116054313,0.212680412,0.173664498,0.099698282,0
0.278716456,0.219817382,0.266671274,0.091377694,0.08026839,0.04454101,0.129346976,0.119909074,0.212379936,0.309701493,0.193535535,0.359440005,0.159105431,0.19862543,0.401931796,0.102190739,0
0.176487292,0.361176868,0.177665676,0.197938144,0.14249503,0.07543002,0.2443825,0.330555029,0.133760228,0.351545842,0.129986553,0.411609324,0.202396166,0.295532646,0.205006899,0.209694346,0
0.345922666,0.240446398,0.321401424,0.016986879,0.031063618,0.006771682,0.060475235,0.068346278,0.24831021,0.230010661,0.219283829,0.095753814,0.030878594,0.114536082,0.176029963,0.04040404,0
0.203937716,0.112614136,0.196530993,0.076499531,0.136928429,0.028571429,0.161777204,0.167626444,0.156172181,0.1108742,0.13875193,0.42679786,0.101837061,0.300687285,0.230238518,0.165158074,0
0.698991907,0.381467704,0.715292654,0.514292409,0.540755467,0.382219808,0.135091954,0.295699943,0.72073995,0.430703625,0.724587878,0.370005943,0.463817891,0.632646048,0.249950719,0.219992129,1
0.130673482,0.201555631,0.122382696,0.025843486,0.069930417,0.056816947,0.410884862,0.179427922,0.100320171,0.236140725,0.088052194,0.498778313,0.032292332,0.177285223,0.251527696,0.175193493,0
0.518197738,0.499492729,0.493469698,0.133528585,0.235785288,0.112149194,0.126831424,0.161432089,0.462113127,0.604211087,0.421783953,0.398401902,0.166134185,0.390378007,0.185097575,0.160304342,1
0.232334706,0.25870815,0.223965172,0.138917526,0.367992048,0.191816042,0.423802563,0.361810949,0.159018143,0.185767591,0.14467852,0.427458232,0.057132588,0.30742268,0.129114922,0.034697626,0
0.205830849,0.150490362,0.193490429,0.003484067,0.016565606,0.045627376,0.22820138,0.063136958,0.151903237,0.185767591,0.134269635,0.361421119,0.003957668,0.038178694,0.235166568,0.05785124,0
0.559846656,0.347311464,0.532858821,0.187910028,0.290407555,0.078508057,0.199136554,0.277135821,0.42796158,0.327292111,0.391403954,0.350855181,0.176517572,0.44467354,0.197516263,0.015282697,1
0.312792844,0.274940818,0.293345311,0.046790066,0.061530815,0.053050878,0.068939729,0.095548399,0.269299182,0.375266525,0.241545894,0.223403553,0.084664537,0.178178694,0.151783954,0.04978355,0
0.325098206,0.184984782,0.312348836,0.104943768,0.18444334,0.049393446,0.08573274,0.197575298,0.250800427,0.259061834,0.238856517,0.312553655,0.11629393,0.343402062,0.273999606,0.092352092,0
0.576411567,0.571187014,0.569483795,0.450093721,0.480318091,0.18996922,0.193051637,0.244932752,0.561721807,0.636460554,0.544798048,0.706795219,0.459584665,0.643298969,0.333727577,0.276531549,1
0.225235458,0.145755834,0.210420842,0.05260075,0.137326044,0.163099765,0.214875752,0.349687441,0.191390964,0.166311301,0.170775437,0.214158357,0.05379393,0.284879725,0.30277942,0.077659714,0
0.587770363,0.286438958,0.576394168,0.380974695,0.470377734,0.130146659,0.133970153,0.283955295,0.564212024,0.443230277,0.507943623,0.532457241,0.344728435,0.773883162,0.399172088,0.149744195,1
